sku,product_slug,product_name,category,field_name,formal_value,candidate_value,candidate_basis,source_values,source_urls,source_statuses,conflict_statuses,source_text,manual_review_required,notes
GS-WRA-001,custom-wire-rope-cable-assembly,Custom Wire Rope Cable Assembly,wire-rope-assemblies,lay_direction,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-001,custom-wire-rope-cable-assembly,Custom Wire Rope Cable Assembly,wire-rope-assemblies,surface_finish,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-001,custom-wire-rope-cable-assembly,Custom Wire Rope Cable Assembly,wire-rope-assemblies,end_a_type,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-001,custom-wire-rope-cable-assembly,Custom Wire Rope Cable Assembly,wire-rope-assemblies,end_a_thread,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-001,custom-wire-rope-cable-assembly,Custom Wire Rope Cable Assembly,wire-rope-assemblies,end_a_dimensions,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-001,custom-wire-rope-cable-assembly,Custom Wire Rope Cable Assembly,wire-rope-assemblies,end_b_type,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-001,custom-wire-rope-cable-assembly,Custom Wire Rope Cable Assembly,wire-rope-assemblies,end_b_thread,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-001,custom-wire-rope-cable-assembly,Custom Wire Rope Cable Assembly,wire-rope-assemblies,end_b_dimensions,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-001,custom-wire-rope-cable-assembly,Custom Wire Rope Cable Assembly,wire-rope-assemblies,breaking_load,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-001,custom-wire-rope-cable-assembly,Custom Wire Rope Cable Assembly,wire-rope-assemblies,working_load,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-001,custom-wire-rope-cable-assembly,Custom Wire Rope Cable Assembly,wire-rope-assemblies,load_unit,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-001,custom-wire-rope-cable-assembly,Custom Wire Rope Cable Assembly,wire-rope-assemblies,applicable_standard,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-001,custom-wire-rope-cable-assembly,Custom Wire Rope Cable Assembly,wire-rope-assemblies,moq,500 pcs,500 pcs,accepted,500 pcs,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html,accepted,none,"Diameter 0.6-11 mm; construction 1*7, 7*7, 7*19 and 1*19; galvanized or stainless steel; PVC, PU, nylon or PE coating; multiple listed colors; MOQ 500 pcs; 7 days if material is in stock.",yes-before-approval,Formal accepted value copied for internal comparison.
GS-WRA-001,custom-wire-rope-cable-assembly,Custom Wire Rope Cable Assembly,wire-rope-assemblies,sample_lead_time,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-001,custom-wire-rope-cable-assembly,Custom Wire Rope Cable Assembly,wire-rope-assemblies,production_lead_time,7 days when required materials are in stock,7 days when required materials are in stock,accepted,7 days when required materials are in stock,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html,accepted,none,"Diameter 0.6-11 mm; construction 1*7, 7*7, 7*19 and 1*19; galvanized or stainless steel; PVC, PU, nylon or PE coating; multiple listed colors; MOQ 500 pcs; 7 days if material is in stock.",yes-before-approval,Formal accepted value copied for internal comparison.
GS-WRA-001,custom-wire-rope-cable-assembly,Custom Wire Rope Cable Assembly,wire-rope-assemblies,packaging,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-001,custom-wire-rope-cable-assembly,Custom Wire Rope Cable Assembly,wire-rope-assemblies,customization_options,Diameter;Construction;Material;Coating;Coating Color;End Fittings,Diameter;Construction;Material;Coating;Coating Color;End Fittings,accepted,Diameter;Construction;Material;Coating;Coating Color;End Fittings,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html,accepted,none,"Diameter 0.6-11 mm; construction 1*7, 7*7, 7*19 and 1*19; galvanized or stainless steel; PVC, PU, nylon or PE coating; multiple listed colors; MOQ 500 pcs; 7 days if material is in stock.",yes-before-approval,Formal accepted value copied for internal comparison.
GS-WRA-001,custom-wire-rope-cable-assembly,Custom Wire Rope Cable Assembly,wire-rope-assemblies,drawing_file,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-001,custom-wire-rope-cable-assembly,Custom Wire Rope Cable Assembly,wire-rope-assemblies,datasheet_file,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,construction,TBD,CANDIDATE: 1x7;7x7;7x19;1x19,ambiguous-candidate,1x7;7x7;7x19;1x19,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html,candidate,ambiguous,"The page lists stainless steel among multiple material choices together with 0.6-11 mm diameter, 1*7, 7*7, 7*19 and 1*19 construction, coating options, MOQ 500 pcs and conditional 7-day lead time.",yes,Ambiguous or partial-match candidate; internal review only.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,material,TBD,CANDIDATE: Stainless Steel,ambiguous-candidate,Stainless Steel,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html,candidate,ambiguous,The page lists stainless steel as one of several material options.,yes,Ambiguous or partial-match candidate; internal review only.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,material_grade,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,wire_rope_diameter_min_mm,TBD,CANDIDATE: 0.6,ambiguous-candidate,0.6,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html,candidate,ambiguous,"The page lists stainless steel among multiple material choices together with 0.6-11 mm diameter, 1*7, 7*7, 7*19 and 1*19 construction, coating options, MOQ 500 pcs and conditional 7-day lead time.",yes,Ambiguous or partial-match candidate; internal review only.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,wire_rope_diameter_max_mm,TBD,CANDIDATE: 11,ambiguous-candidate,11,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html,candidate,ambiguous,"The page lists stainless steel among multiple material choices together with 0.6-11 mm diameter, 1*7, 7*7, 7*19 and 1*19 construction, coating options, MOQ 500 pcs and conditional 7-day lead time.",yes,Ambiguous or partial-match candidate; internal review only.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,coating_material,TBD,CANDIDATE: PVC;PU;Nylon;PE,ambiguous-candidate,PVC;PU;Nylon;PE,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html,candidate,ambiguous,"The page lists stainless steel among multiple material choices together with 0.6-11 mm diameter, 1*7, 7*7, 7*19 and 1*19 construction, coating options, MOQ 500 pcs and conditional 7-day lead time.",yes,Ambiguous or partial-match candidate; internal review only.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,coating_color,TBD,CANDIDATE: Red;Yellow;Purple;Orange;Fluorescent Pink;Black;Transparent,ambiguous-candidate,Red;Yellow;Purple;Orange;Fluorescent Pink;Black;Transparent,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html,candidate,ambiguous,"The page lists stainless steel among multiple material choices together with 0.6-11 mm diameter, 1*7, 7*7, 7*19 and 1*19 construction, coating options, MOQ 500 pcs and conditional 7-day lead time.",yes,Ambiguous or partial-match candidate; internal review only.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,finished_diameter_min_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,finished_diameter_max_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,length_min_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,length_max_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,length_tolerance,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,core,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,lay_direction,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,surface_finish,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,end_a_type,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,end_a_thread,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,end_a_dimensions,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,end_b_type,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,end_b_thread,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,end_b_dimensions,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,breaking_load,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,working_load,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,load_unit,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,applicable_standard,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,moq,TBD,CANDIDATE: 500 pcs,ambiguous-candidate,500 pcs,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html,candidate,ambiguous,"The page lists stainless steel among multiple material choices together with 0.6-11 mm diameter, 1*7, 7*7, 7*19 and 1*19 construction, coating options, MOQ 500 pcs and conditional 7-day lead time.",yes,Ambiguous or partial-match candidate; internal review only.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,sample_lead_time,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,production_lead_time,TBD,CANDIDATE: 7 days when required materials are in stock,ambiguous-candidate,7 days when required materials are in stock,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html,candidate,ambiguous,"The page lists stainless steel among multiple material choices together with 0.6-11 mm diameter, 1*7, 7*7, 7*19 and 1*19 construction, coating options, MOQ 500 pcs and conditional 7-day lead time.",yes,Ambiguous or partial-match candidate; internal review only.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,packaging,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,customization_options,TBD,CANDIDATE: Diameter;Construction;Material;Coating;Coating Color;End Fittings,ambiguous-candidate,Diameter;Construction;Material;Coating;Coating Color;End Fittings,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html,candidate,ambiguous,"The page lists stainless steel among multiple material choices together with 0.6-11 mm diameter, 1*7, 7*7, 7*19 and 1*19 construction, coating options, MOQ 500 pcs and conditional 7-day lead time.",yes,Ambiguous or partial-match candidate; internal review only.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,drawing_file,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-002,stainless-steel-wire-rope-assembly,Stainless Steel Wire Rope Assembly,wire-rope-assemblies,datasheet_file,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,construction,TBD,CANDIDATE: 1x7;7x7;7x19;1x19,ambiguous-candidate,1x7;7x7;7x19;1x19,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html,candidate,ambiguous,"The secondary product page lists galvanized steel, 0.6-11 mm diameter, 1*7, 7*7, 7*19 and 1*19 construction, coating options, MOQ 500 pcs and conditional 7-day lead time.",yes,Ambiguous or partial-match candidate; internal review only.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,material,TBD,CANDIDATE: Galvanized Steel,ambiguous-candidate,Galvanized Steel,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html;https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-wire-rope-cable.html,candidate,ambiguous,"The secondary product page lists galvanized steel, 0.6-11 mm diameter, 1*7, 7*7, 7*19 and 1*19 construction, coating options, MOQ 500 pcs and conditional 7-day lead time. || A likely galvanized product page was discovered but could not be read reliably.",yes,Ambiguous or partial-match candidate; internal review only.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,material_grade,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,wire_rope_diameter_min_mm,TBD,CANDIDATE: 0.6,ambiguous-candidate,0.6,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html,candidate,ambiguous,"The secondary product page lists galvanized steel, 0.6-11 mm diameter, 1*7, 7*7, 7*19 and 1*19 construction, coating options, MOQ 500 pcs and conditional 7-day lead time.",yes,Ambiguous or partial-match candidate; internal review only.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,wire_rope_diameter_max_mm,TBD,CANDIDATE: 11,ambiguous-candidate,11,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html,candidate,ambiguous,"The secondary product page lists galvanized steel, 0.6-11 mm diameter, 1*7, 7*7, 7*19 and 1*19 construction, coating options, MOQ 500 pcs and conditional 7-day lead time.",yes,Ambiguous or partial-match candidate; internal review only.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,coating_material,TBD,CANDIDATE: PVC;PU;Nylon;PE,ambiguous-candidate,PVC;PU;Nylon;PE,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html,candidate,ambiguous,"The secondary product page lists galvanized steel, 0.6-11 mm diameter, 1*7, 7*7, 7*19 and 1*19 construction, coating options, MOQ 500 pcs and conditional 7-day lead time.",yes,Ambiguous or partial-match candidate; internal review only.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,coating_color,TBD,CANDIDATE: Red;Yellow;Purple;Orange;Fluorescent Pink;Black;Transparent,ambiguous-candidate,Red;Yellow;Purple;Orange;Fluorescent Pink;Black;Transparent,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html,candidate,ambiguous,"The secondary product page lists galvanized steel, 0.6-11 mm diameter, 1*7, 7*7, 7*19 and 1*19 construction, coating options, MOQ 500 pcs and conditional 7-day lead time.",yes,Ambiguous or partial-match candidate; internal review only.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,finished_diameter_min_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,finished_diameter_max_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,length_min_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,length_max_mm,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,length_tolerance,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,core,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,lay_direction,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,surface_finish,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,end_a_type,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,end_a_thread,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,end_a_dimensions,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,end_b_type,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,end_b_thread,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,end_b_dimensions,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,breaking_load,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,working_load,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,load_unit,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,applicable_standard,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,moq,TBD,CANDIDATE: 500 pcs,ambiguous-candidate,500 pcs,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html,candidate,ambiguous,"The secondary product page lists galvanized steel, 0.6-11 mm diameter, 1*7, 7*7, 7*19 and 1*19 construction, coating options, MOQ 500 pcs and conditional 7-day lead time.",yes,Ambiguous or partial-match candidate; internal review only.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,sample_lead_time,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,production_lead_time,TBD,CANDIDATE: 7 days when required materials are in stock,ambiguous-candidate,7 days when required materials are in stock,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html,candidate,ambiguous,"The secondary product page lists galvanized steel, 0.6-11 mm diameter, 1*7, 7*7, 7*19 and 1*19 construction, coating options, MOQ 500 pcs and conditional 7-day lead time.",yes,Ambiguous or partial-match candidate; internal review only.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,packaging,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,customization_options,TBD,CANDIDATE: Diameter;Construction;Material;Coating;Coating Color;End Fittings,ambiguous-candidate,Diameter;Construction;Material;Coating;Coating Color;End Fittings,https://www.wireropeassy.com/wire-rope-assembly/steel-wire-rope/galvanized-steel-braided-cable.html,candidate,ambiguous,"The secondary product page lists galvanized steel, 0.6-11 mm diameter, 1*7, 7*7, 7*19 and 1*19 construction, coating options, MOQ 500 pcs and conditional 7-day lead time.",yes,Ambiguous or partial-match candidate; internal review only.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,drawing_file,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
GS-WRA-003,galvanized-wire-rope-assembly,Galvanized Wire Rope Assembly,wire-rope-assemblies,datasheet_file,TBD,TBD,no-source,,,,,,yes,No source value available; remains TBD.
